,code_municipality_7,cluster,cluster_label
2784,3146255,0,Semi-urbanized
2785,3146305,0,Semi-urbanized
2786,3146404,2,Rural with high human development
2787,3146503,1,Urbanized
2788,3146552,0,Semi-urbanized
2789,3146602,2,Rural with high human development
2790,3146701,1,Urbanized
2791,3146750,0,Semi-urbanized
2792,3146909,1,Urbanized
2793,3147006,1,Urbanized
2794,3147105,1,Urbanized
2795,3147204,1,Urbanized
2796,3147303,1,Urbanized
2797,3147402,1,Urbanized
2798,3147501,1,Urbanized
2799,3147600,1,Urbanized
2800,3147709,1,Urbanized
2801,3147808,2,Rural with high human development
2802,3147907,1,Urbanized
2803,3147956,0,Semi-urbanized
2804,3148004,1,Urbanized
2805,3148103,1,Urbanized
2806,3148202,1,Urbanized
2807,3148301,2,Rural with high human development
2808,3148400,0,Semi-urbanized
2809,3148509,0,Semi-urbanized
2810,3148608,0,Semi-urbanized
2811,3148707,0,Semi-urbanized
2812,3148756,0,Semi-urbanized
2813,3148806,2,Rural with high human development
2814,3148905,2,Rural with high human development
2815,3149002,0,Semi-urbanized
2816,3149101,2,Rural with high human development
2817,3149150,0,Semi-urbanized
2818,3149200,1,Urbanized
2819,3149309,1,Urbanized
2820,3149408,2,Rural with high human development
2821,3149507,1,Urbanized
2822,3149606,1,Urbanized
2823,3149705,1,Urbanized
2824,3149804,1,Urbanized
2825,3149903,1,Urbanized
2826,3149952,0,Semi-urbanized
2827,3150000,0,Semi-urbanized
2828,3150109,2,Rural with high human development
2829,3150158,0,Semi-urbanized
2830,3150208,1,Urbanized
2831,3150307,2,Rural with high human development
2832,3150406,2,Rural with high human development
2833,3150505,1,Urbanized
2834,3150539,0,Semi-urbanized
2835,3150570,0,Semi-urbanized
2836,3150604,2,Rural with high human development
2837,3150703,1,Urbanized
2838,3150802,0,Semi-urbanized
2839,3150901,2,Rural with high human development
2840,3151008,1,Urbanized
2841,3151107,1,Urbanized
2842,3151206,1,Urbanized
2843,3151305,1,Urbanized
2844,3151404,1,Urbanized
2845,3151503,1,Urbanized
2846,3151602,1,Urbanized
2847,3151701,2,Rural with high human development
2848,3151800,1,Urbanized
2849,3151909,2,Rural with high human development
2850,3152006,1,Urbanized
2851,3152105,1,Urbanized
2852,3152131,0,Semi-urbanized
2853,3152170,0,Semi-urbanized
2854,3152204,0,Semi-urbanized
2855,3152303,0,Semi-urbanized
2856,3152402,0,Semi-urbanized
2857,3152501,1,Urbanized
2858,3152600,1,Urbanized
2859,3152709,1,Urbanized
2860,3152808,1,Urbanized
2861,3152907,1,Urbanized
2862,3153004,2,Rural with high human development
2863,3153103,2,Rural with high human development
2864,3153202,2,Rural with high human development
2865,3153301,0,Semi-urbanized
2866,3153400,1,Urbanized
2867,3153509,2,Rural with high human development
2868,3153608,1,Urbanized
2869,3153707,1,Urbanized
2870,3153806,2,Rural with high human development
2871,3153905,3,Urbanized with informal settlements
2872,3154002,2,Rural with high human development
2873,3154101,1,Urbanized
2874,3154150,0,Semi-urbanized
2875,3154200,1,Urbanized
2876,3154309,1,Urbanized
2877,3154408,2,Rural with high human development
2878,3154457,0,Semi-urbanized
2879,3154507,0,Semi-urbanized
2880,3154606,3,Urbanized with informal settlements
2881,3154705,1,Urbanized
2882,3154804,1,Urbanized
2883,3154903,1,Urbanized
2884,3155009,1,Urbanized
2885,3155108,0,Semi-urbanized
2886,3155207,2,Rural with high human development
2887,3155306,2,Rural with high human development
2888,3155405,1,Urbanized
2889,3155504,1,Urbanized
2890,3155603,0,Semi-urbanized
2891,3155702,1,Urbanized
2892,3155801,1,Urbanized
2893,3155900,1,Urbanized
2894,3156007,0,Semi-urbanized
2895,3156106,2,Rural with high human development
2896,3156205,1,Urbanized
2897,3156304,1,Urbanized
2898,3156403,1,Urbanized
2899,3156452,1,Urbanized
2900,3156502,0,Semi-urbanized
2901,3156601,0,Semi-urbanized
2902,3156700,3,Urbanized with informal settlements
2903,3156809,0,Semi-urbanized
2904,3156908,1,Urbanized
2905,3157005,1,Urbanized
2906,3157104,0,Semi-urbanized
2907,3157203,1,Urbanized
2908,3157252,0,Semi-urbanized
2909,3157278,2,Rural with high human development
2910,3157302,2,Rural with high human development
2911,3157336,1,Urbanized
2912,3157377,0,Semi-urbanized
2913,3157401,2,Rural with high human development
2914,3157500,0,Semi-urbanized
2915,3157609,0,Semi-urbanized
2916,3157658,0,Semi-urbanized
2917,3157708,1,Urbanized
2918,3157807,3,Urbanized with informal settlements
2919,3157906,0,Semi-urbanized
2920,3158003,1,Urbanized
2921,3158102,0,Semi-urbanized
2922,3158201,0,Semi-urbanized
2923,3158300,1,Urbanized
2924,3158409,1,Urbanized
2925,3158508,2,Rural with high human development
2926,3158607,1,Urbanized
2927,3158706,0,Semi-urbanized
2928,3158805,1,Urbanized
2929,3158904,0,Semi-urbanized
2930,3158953,1,Urbanized
2931,3159001,1,Urbanized
2932,3159100,2,Rural with high human development
2933,3159209,2,Rural with high human development
2934,3159308,1,Urbanized
2935,3159357,1,Urbanized
2936,3159407,2,Rural with high human development
2937,3159506,0,Semi-urbanized
2938,3159605,1,Urbanized
2939,3159704,2,Rural with high human development
2940,3159803,1,Urbanized
2941,3159902,1,Urbanized
2942,3160009,1,Urbanized
2943,3160108,1,Urbanized
2944,3160207,0,Semi-urbanized
2945,3160306,0,Semi-urbanized
2946,3160405,1,Urbanized
2947,3160454,0,Semi-urbanized
2948,3160504,2,Rural with high human development
2949,3160603,2,Rural with high human development
2950,3160702,1,Urbanized
2951,3160801,0,Semi-urbanized
2952,3160900,1,Urbanized
2953,3160959,0,Semi-urbanized
2954,3161007,1,Urbanized
2955,3161056,0,Semi-urbanized
2956,3161106,0,Semi-urbanized
2957,3161205,2,Rural with high human development
2958,3161304,1,Urbanized
2959,3161403,1,Urbanized
2960,3161502,1,Urbanized
2961,3161601,0,Semi-urbanized
2962,3161650,2,Rural with high human development
2963,3161700,0,Semi-urbanized
2964,3161809,1,Urbanized
2965,3161908,1,Urbanized
2966,3162005,1,Urbanized
2967,3162104,1,Urbanized
2968,3162203,1,Urbanized
2969,3162252,0,Semi-urbanized
2970,3162302,2,Rural with high human development
2971,3162401,0,Semi-urbanized
2972,3162450,4,Rural with low human development
2973,3162500,1,Urbanized
2974,3162559,0,Semi-urbanized
2975,3162575,1,Urbanized
2976,3162609,1,Urbanized
2977,3162658,0,Semi-urbanized
2978,3162708,0,Semi-urbanized
2979,3162807,0,Semi-urbanized
2980,3162906,1,Urbanized
2981,3162922,1,Urbanized
2982,3162948,1,Urbanized
2983,3162955,1,Urbanized
2984,3163003,0,Semi-urbanized
2985,3163102,2,Rural with high human development
2986,3163201,1,Urbanized
2987,3163300,0,Semi-urbanized
2988,3163409,1,Urbanized
2989,3163508,0,Semi-urbanized
2990,3163607,0,Semi-urbanized
2991,3163706,1,Urbanized
2992,3163805,2,Rural with high human development
2993,3163904,2,Rural with high human development
2994,3164001,1,Urbanized
2995,3164100,0,Semi-urbanized
2996,3164209,0,Semi-urbanized
2997,3164308,2,Rural with high human development
2998,3164407,1,Urbanized
2999,3164431,2,Rural with high human development
3000,3164472,0,Semi-urbanized
3001,3164506,0,Semi-urbanized
3002,3164605,1,Urbanized
3003,3164704,1,Urbanized
3004,3164803,1,Urbanized
3005,3164902,2,Rural with high human development
3006,3165008,1,Urbanized
3007,3165107,1,Urbanized
3008,3165206,1,Urbanized
3009,3165305,1,Urbanized
3010,3165404,1,Urbanized
3011,3165503,0,Semi-urbanized
3012,3165537,1,Urbanized
3013,3165552,4,Rural with low human development
3014,3165560,2,Rural with high human development
3015,3165578,0,Semi-urbanized
3016,3165602,1,Urbanized
3017,3165701,1,Urbanized
3018,3165800,2,Rural with high human development
3019,3165909,0,Semi-urbanized
3020,3166006,2,Rural with high human development
3021,3166105,0,Semi-urbanized
3022,3166204,2,Rural with high human development
3023,3166303,0,Semi-urbanized
3024,3166402,1,Urbanized
3025,3166501,0,Semi-urbanized
3026,3166600,2,Rural with high human development
3027,3166709,0,Semi-urbanized
3028,3166808,1,Urbanized
3029,3166907,1,Urbanized
3030,3166956,0,Semi-urbanized
3031,3167004,1,Urbanized
3032,3167103,0,Semi-urbanized
3033,3167202,1,Urbanized
3034,3167301,2,Rural with high human development
3035,3167400,2,Rural with high human development
3036,3167509,1,Urbanized
3037,3167608,0,Semi-urbanized
3038,3167707,0,Semi-urbanized
3039,3167806,1,Urbanized
3040,3167905,1,Urbanized
3041,3168002,1,Urbanized
3042,3168051,2,Rural with high human development
3043,3168101,1,Urbanized
3044,3168200,2,Rural with high human development
3045,3168309,2,Rural with high human development
3046,3168408,0,Semi-urbanized
3047,3168507,1,Urbanized
3048,3168606,1,Urbanized
3049,3168705,3,Urbanized with informal settlements
3050,3168804,1,Urbanized
3051,3168903,2,Rural with high human development
3052,3169000,1,Urbanized
3053,3169059,2,Rural with high human development
3054,3169109,2,Rural with high human development
3055,3169208,1,Urbanized
3056,3169307,1,Urbanized
3057,3169356,1,Urbanized
3058,3169406,1,Urbanized
3059,3169505,0,Semi-urbanized
3060,3169604,1,Urbanized
3061,3169703,1,Urbanized
3062,3169802,2,Rural with high human development
3063,3169901,1,Urbanized
3064,3170008,0,Semi-urbanized
3065,3170057,0,Semi-urbanized
3066,3170107,1,Urbanized
3067,3170206,1,Urbanized
3068,3170305,0,Semi-urbanized
3069,3170404,1,Urbanized
3070,3170438,2,Rural with high human development
3071,3170479,0,Semi-urbanized
3072,3170503,1,Urbanized
3073,3170529,0,Semi-urbanized
3074,3170578,1,Urbanized
3075,3170602,2,Rural with high human development
3076,3170651,0,Semi-urbanized
3077,3170701,1,Urbanized
3078,3170750,1,Urbanized
3079,3170800,1,Urbanized
3080,3170909,0,Semi-urbanized
3081,3171006,1,Urbanized
3082,3171030,0,Semi-urbanized
3083,3171071,0,Semi-urbanized
3084,3171105,2,Rural with high human development
3085,3171154,2,Rural with high human development
3086,3171204,3,Urbanized with informal settlements
3087,3171303,1,Urbanized
3088,3171402,2,Rural with high human development
3089,3171501,0,Semi-urbanized
3090,3171600,0,Semi-urbanized
3091,3171709,2,Rural with high human development
3092,3171808,1,Urbanized
3093,3171907,0,Semi-urbanized
3094,3172004,1,Urbanized
3095,3172103,1,Urbanized
3096,3172202,2,Rural with high human development
3097,3200102,2,Rural with high human development
3098,3200136,2,Rural with high human development
3099,3200169,0,Semi-urbanized
3100,3200201,1,Urbanized
3101,3200300,2,Rural with high human development
3102,3200359,1,Urbanized
3103,3200409,1,Urbanized
3104,3200508,1,Urbanized
3105,3200607,1,Urbanized
3106,3200706,1,Urbanized
3107,3200805,1,Urbanized
3108,3200904,1,Urbanized
3109,3201001,1,Urbanized
3110,3201100,3,Urbanized with informal settlements
3111,3201159,0,Semi-urbanized
3112,3201209,3,Urbanized with informal settlements
3113,3201308,3,Urbanized with informal settlements
3114,3201407,1,Urbanized
3115,3201506,3,Urbanized with informal settlements
3116,3201605,1,Urbanized
3117,3201704,1,Urbanized
3118,3201803,2,Rural with high human development
3119,3201902,2,Rural with high human development
3120,3202009,2,Rural with high human development
3121,3202108,0,Semi-urbanized
3122,3202207,1,Urbanized
3123,3202256,2,Rural with high human development
3124,3202306,1,Urbanized
3125,3202405,3,Urbanized with informal settlements
3126,3202454,0,Semi-urbanized
3127,3202504,1,Urbanized
3128,3202553,0,Semi-urbanized
3129,3202603,1,Urbanized
3130,3202652,0,Semi-urbanized
3131,3202702,2,Rural with high human development
3132,3202801,1,Urbanized
3133,3202900,2,Rural with high human development
3134,3203007,1,Urbanized
3135,3203056,0,Semi-urbanized
3136,3203106,1,Urbanized
3137,3203130,1,Urbanized
3138,3203163,2,Rural with high human development
3139,3203205,3,Urbanized with informal settlements
3140,3203304,0,Semi-urbanized
3141,3203320,1,Urbanized
3142,3203346,1,Urbanized
3143,3203353,2,Rural with high human development
3144,3203403,1,Urbanized
3145,3203502,1,Urbanized
3146,3203601,0,Semi-urbanized
3147,3203700,0,Semi-urbanized
3148,3203809,1,Urbanized
3149,3203908,1,Urbanized
3150,3204005,1,Urbanized
3151,3204054,0,Semi-urbanized
3152,3204104,1,Urbanized
3153,3204203,3,Urbanized with informal settlements
3154,3204252,0,Semi-urbanized
3155,3204302,0,Semi-urbanized
3156,3204351,2,Rural with high human development
3157,3204401,1,Urbanized
3158,3204500,2,Rural with high human development
3159,3204559,2,Rural with high human development
3160,3204609,1,Urbanized
3161,3204658,2,Rural with high human development
3162,3204708,1,Urbanized
3163,3204807,1,Urbanized
3164,3204906,3,Urbanized with informal settlements
3165,3204955,2,Rural with high human development
3166,3205002,3,Urbanized with informal settlements
3167,3205010,0,Semi-urbanized
3168,3205036,2,Rural with high human development
3169,3205069,1,Urbanized
3170,3205101,3,Urbanized with informal settlements
3171,3205150,2,Rural with high human development
3172,3205176,2,Rural with high human development
3173,3205200,3,Urbanized with informal settlements
3174,3205309,3,Urbanized with informal settlements
3175,3300100,3,Urbanized with informal settlements
3176,3300159,1,Urbanized
3177,3300209,3,Urbanized with informal settlements
3178,3300225,1,Urbanized
3179,3300233,1,Urbanized
3180,3300258,3,Urbanized with informal settlements
3181,3300308,3,Urbanized with informal settlements
3182,3300407,3,Urbanized with informal settlements
3183,3300456,3,Urbanized with informal settlements
3184,3300506,1,Urbanized
3185,3300605,1,Urbanized
3186,3300704,3,Urbanized with informal settlements
3187,3300803,1,Urbanized
3188,3300902,1,Urbanized
3189,3300936,1,Urbanized
3190,3300951,1,Urbanized
3191,3301009,3,Urbanized with informal settlements
3192,3301108,1,Urbanized
3193,3301157,1,Urbanized
3194,3301207,1,Urbanized
3195,3301306,1,Urbanized
3196,3301405,1,Urbanized
3197,3301504,1,Urbanized
3198,3301603,1,Urbanized
3199,3301702,3,Urbanized with informal settlements
3200,3301801,1,Urbanized
3201,3301850,1,Urbanized
3202,3301876,1,Urbanized
3203,3301900,3,Urbanized with informal settlements
3204,3302007,3,Urbanized with informal settlements
3205,3302056,1,Urbanized
3206,3302106,1,Urbanized
3207,3302205,1,Urbanized
3208,3302254,3,Urbanized with informal settlements
3209,3302270,3,Urbanized with informal settlements
3210,3302304,1,Urbanized
3211,3302403,3,Urbanized with informal settlements
3212,3302452,1,Urbanized
3213,3302502,3,Urbanized with informal settlements
3214,3302601,3,Urbanized with informal settlements
3215,3302700,1,Urbanized
3216,3302809,1,Urbanized
3217,3302858,3,Urbanized with informal settlements
3218,3302908,1,Urbanized
3219,3303005,1,Urbanized
3220,3303104,1,Urbanized
3221,3303203,3,Urbanized with informal settlements
3222,3303302,3,Urbanized with informal settlements
3223,3303401,1,Urbanized
3224,3303500,3,Urbanized with informal settlements
3225,3303609,3,Urbanized with informal settlements
3226,3303708,1,Urbanized
3227,3303807,1,Urbanized
3228,3303856,1,Urbanized
3229,3303906,1,Urbanized
3230,3303955,1,Urbanized
3231,3304003,1,Urbanized
3232,3304102,1,Urbanized
3233,3304110,1,Urbanized
3234,3304128,1,Urbanized
3235,3304144,3,Urbanized with informal settlements
3236,3304151,1,Urbanized
3237,3304201,1,Urbanized
3238,3304300,1,Urbanized
3239,3304409,1,Urbanized
3240,3304508,1,Urbanized
3241,3304524,3,Urbanized with informal settlements
3242,3304557,3,Urbanized with informal settlements
3243,3304607,1,Urbanized
3244,3304706,1,Urbanized
3245,3304755,0,Semi-urbanized
3246,3304805,1,Urbanized
3247,3304904,3,Urbanized with informal settlements
3248,3305000,1,Urbanized
3249,3305109,3,Urbanized with informal settlements
3250,3305133,1,Urbanized
3251,3305158,1,Urbanized
3252,3305208,3,Urbanized with informal settlements
3253,3305307,2,Rural with high human development
3254,3305406,1,Urbanized
3255,3305505,1,Urbanized
3256,3305554,3,Urbanized with informal settlements
3257,3305604,1,Urbanized
3258,3305703,2,Rural with high human development
3259,3305752,1,Urbanized
3260,3305802,3,Urbanized with informal settlements
3261,3305901,2,Rural with high human development
3262,3306008,1,Urbanized
3263,3306107,1,Urbanized
3264,3306156,0,Semi-urbanized
3265,3306206,1,Urbanized
3266,3306305,3,Urbanized with informal settlements
3267,3500105,1,Urbanized
3268,3500204,1,Urbanized
3269,3500303,1,Urbanized
3270,3500402,1,Urbanized
3271,3500501,1,Urbanized
3272,3500550,1,Urbanized
3273,3500600,1,Urbanized
3274,3500709,1,Urbanized
3275,3500758,1,Urbanized
3276,3500808,1,Urbanized
3277,3500907,1,Urbanized
3278,3501004,1,Urbanized
3279,3501103,2,Rural with high human development
3280,3501152,1,Urbanized
3281,3501202,2,Rural with high human development
3282,3501301,1,Urbanized
3283,3501400,1,Urbanized
3284,3501509,1,Urbanized
3285,3501608,1,Urbanized
3286,3501707,1,Urbanized
3287,3501806,1,Urbanized
3288,3501905,1,Urbanized
3289,3502002,1,Urbanized
3290,3502101,1,Urbanized
3291,3502200,1,Urbanized
3292,3502309,1,Urbanized
3293,3502408,1,Urbanized
3294,3502507,1,Urbanized
3295,3502606,2,Rural with high human development
3296,3502705,1,Urbanized
3297,3502754,1,Urbanized
3298,3502804,1,Urbanized
3299,3502903,1,Urbanized
3300,3503000,1,Urbanized
3301,3503109,1,Urbanized
3302,3503158,1,Urbanized
3303,3503208,1,Urbanized
3304,3503307,1,Urbanized
3305,3503356,1,Urbanized
3306,3503406,1,Urbanized
3307,3503505,1,Urbanized
3308,3503604,1,Urbanized
3309,3503703,1,Urbanized
3310,3503802,1,Urbanized
3311,3503901,1,Urbanized
3312,3503950,2,Rural with high human development
3313,3504008,1,Urbanized
3314,3504107,1,Urbanized
3315,3504206,1,Urbanized
3316,3504305,1,Urbanized
3317,3504404,1,Urbanized
3318,3504503,1,Urbanized
3319,3504602,1,Urbanized
3320,3504701,1,Urbanized
3321,3504800,1,Urbanized
3322,3504909,1,Urbanized
3323,3505005,1,Urbanized
3324,3505104,1,Urbanized
3325,3505203,1,Urbanized
3326,3505302,1,Urbanized
3327,3505351,0,Semi-urbanized
3328,3505401,0,Semi-urbanized
3329,3505500,1,Urbanized
3330,3505609,1,Urbanized
3331,3505708,3,Urbanized with informal settlements
3332,3505807,1,Urbanized
3333,3505906,1,Urbanized
3334,3506003,3,Urbanized with informal settlements
3335,3506102,1,Urbanized
3336,3506201,1,Urbanized
3337,3506300,1,Urbanized
3338,3506359,3,Urbanized with informal settlements
3339,3506409,1,Urbanized
3340,3506508,1,Urbanized
3341,3506607,1,Urbanized
3342,3506706,1,Urbanized
3343,3506805,1,Urbanized
3344,3506904,1,Urbanized
3345,3507001,1,Urbanized
3346,3507100,1,Urbanized
3347,3507159,0,Semi-urbanized
3348,3507209,1,Urbanized
3349,3507308,1,Urbanized
3350,3507407,1,Urbanized
3351,3507456,1,Urbanized
3352,3507506,1,Urbanized
3353,3507605,1,Urbanized
3354,3507704,1,Urbanized
3355,3507753,1,Urbanized
3356,3507803,1,Urbanized
3357,3507902,1,Urbanized
3358,3508009,0,Semi-urbanized
3359,3508108,1,Urbanized
3360,3508207,1,Urbanized
3361,3508306,1,Urbanized
3362,3508405,1,Urbanized
3363,3508504,1,Urbanized
3364,3508603,1,Urbanized
3365,3508702,1,Urbanized
3366,3508801,1,Urbanized
3367,3508900,1,Urbanized
3368,3509007,3,Urbanized with informal settlements
3369,3509106,2,Rural with high human development
3370,3509205,3,Urbanized with informal settlements
3371,3509254,1,Urbanized
3372,3509304,1,Urbanized
3373,3509403,1,Urbanized
3374,3509452,1,Urbanized
3375,3509502,3,Urbanized with informal settlements
3376,3509601,1,Urbanized
3377,3509700,1,Urbanized
3378,3509809,1,Urbanized
3379,3509908,1,Urbanized
3380,3509957,1,Urbanized
3381,3510005,1,Urbanized
3382,3510104,1,Urbanized
3383,3510153,1,Urbanized
3384,3510203,1,Urbanized
3385,3510302,1,Urbanized
3386,3510401,1,Urbanized
3387,3510500,1,Urbanized
3388,3510609,3,Urbanized with informal settlements
3389,3510708,1,Urbanized
3390,3510807,1,Urbanized
3391,3510906,2,Rural with high human development
3392,3511003,1,Urbanized
3393,3511102,1,Urbanized
3394,3511201,1,Urbanized
3395,3511300,1,Urbanized
3396,3511409,1,Urbanized
3397,3511508,1,Urbanized
3398,3511607,1,Urbanized
3399,3511706,1,Urbanized
3400,3511904,1,Urbanized
3401,3512001,1,Urbanized
3402,3512100,1,Urbanized
3403,3512209,1,Urbanized
3404,3512308,1,Urbanized
3405,3512407,1,Urbanized
3406,3512506,1,Urbanized
3407,3512605,1,Urbanized
3408,3512704,1,Urbanized
3409,3512803,3,Urbanized with informal settlements
3410,3512902,1,Urbanized
3411,3513009,3,Urbanized with informal settlements
3412,3513108,1,Urbanized
3413,3513207,1,Urbanized
3414,3513306,1,Urbanized
3415,3513405,1,Urbanized
3416,3513504,3,Urbanized with informal settlements
3417,3513603,1,Urbanized
3418,3513702,1,Urbanized
3419,3513801,3,Urbanized with informal settlements
3420,3513850,1,Urbanized
3421,3513900,1,Urbanized
3422,3514007,1,Urbanized
3423,3514106,1,Urbanized
3424,3514205,1,Urbanized
3425,3514304,1,Urbanized
3426,3514403,1,Urbanized
3427,3514502,1,Urbanized
3428,3514601,1,Urbanized
3429,3514700,1,Urbanized
3430,3514809,0,Semi-urbanized
3431,3514908,1,Urbanized
3432,3514924,1,Urbanized
3433,3514957,1,Urbanized
3434,3515004,3,Urbanized with informal settlements
3435,3515103,1,Urbanized
3436,3515129,1,Urbanized
3437,3515152,1,Urbanized
3438,3515186,1,Urbanized
3439,3515194,1,Urbanized
3440,3515202,1,Urbanized
3441,3515301,1,Urbanized
3442,3515350,1,Urbanized
3443,3515400,1,Urbanized
3444,3515509,1,Urbanized
3445,3515608,1,Urbanized
3446,3515657,2,Rural with high human development
3447,3515707,3,Urbanized with informal settlements
3448,3515806,1,Urbanized
3449,3515905,1,Urbanized
3450,3516002,1,Urbanized
3451,3516101,1,Urbanized
3452,3516200,1,Urbanized
3453,3516309,3,Urbanized with informal settlements
3454,3516408,3,Urbanized with informal settlements
3455,3516507,1,Urbanized
3456,3516606,1,Urbanized
3457,3516705,1,Urbanized
3458,3516804,1,Urbanized
3459,3516853,1,Urbanized
3460,3516903,1,Urbanized
3461,3517000,1,Urbanized
3462,3517109,1,Urbanized
3463,3517208,1,Urbanized
3464,3517307,1,Urbanized
3465,3517406,1,Urbanized
3466,3517505,1,Urbanized
3467,3517604,0,Semi-urbanized
3468,3517703,1,Urbanized
3469,3517802,1,Urbanized
3470,3517901,1,Urbanized
3471,3518008,1,Urbanized
3472,3518107,1,Urbanized
3473,3518206,1,Urbanized
3474,3518305,1,Urbanized
3475,3518404,1,Urbanized
3476,3518503,1,Urbanized
3477,3518602,1,Urbanized
3478,3518701,3,Urbanized with informal settlements
3479,3518800,3,Urbanized with informal settlements
3480,3518859,1,Urbanized
3481,3518909,1,Urbanized
3482,3519006,1,Urbanized
3483,3519055,1,Urbanized
3484,3519071,3,Urbanized with informal settlements
3485,3519105,1,Urbanized
3486,3519204,1,Urbanized
3487,3519253,2,Rural with high human development
3488,3519303,1,Urbanized
3489,3519402,1,Urbanized
3490,3519501,1,Urbanized
3491,3519600,1,Urbanized
3492,3519709,1,Urbanized
3493,3519808,1,Urbanized
3494,3519907,1,Urbanized
3495,3520004,1,Urbanized
3496,3520103,1,Urbanized
3497,3520202,1,Urbanized
3498,3520301,1,Urbanized
3499,3520400,1,Urbanized
3500,3520426,1,Urbanized
3501,3520442,1,Urbanized
3502,3520509,1,Urbanized
3503,3520608,1,Urbanized
3504,3520707,1,Urbanized
3505,3520806,1,Urbanized
3506,3520905,1,Urbanized
3507,3521002,1,Urbanized
3508,3521101,1,Urbanized
3509,3521150,1,Urbanized
3510,3521200,0,Semi-urbanized
3511,3521309,1,Urbanized
3512,3521408,1,Urbanized
3513,3521507,1,Urbanized
3514,3521606,1,Urbanized
3515,3521705,1,Urbanized
3516,3521804,1,Urbanized
3517,3521903,1,Urbanized
3518,3522000,1,Urbanized
3519,3522109,1,Urbanized
3520,3522158,0,Semi-urbanized
3521,3522208,3,Urbanized with informal settlements
3522,3522307,1,Urbanized
3523,3522406,1,Urbanized
3524,3522505,3,Urbanized with informal settlements
3525,3522604,1,Urbanized
3526,3522653,0,Semi-urbanized
3527,3522703,1,Urbanized
3528,3522802,1,Urbanized
3529,3522901,1,Urbanized
3530,3523008,1,Urbanized
3531,3523107,3,Urbanized with informal settlements
3532,3523206,1,Urbanized
3533,3523305,1,Urbanized
3534,3523404,1,Urbanized
3535,3523503,1,Urbanized
3536,3523602,1,Urbanized
3537,3523701,1,Urbanized
3538,3523800,1,Urbanized
3539,3523909,1,Urbanized
3540,3524006,1,Urbanized
3541,3524105,1,Urbanized
3542,3524204,1,Urbanized
3543,3524303,1,Urbanized
3544,3524402,3,Urbanized with informal settlements
3545,3524501,1,Urbanized
3546,3524600,1,Urbanized
3547,3524709,1,Urbanized
3548,3524808,1,Urbanized
3549,3524907,1,Urbanized
3550,3525003,3,Urbanized with informal settlements
3551,3525102,1,Urbanized
3552,3525201,1,Urbanized
3553,3525300,1,Urbanized
3554,3525409,1,Urbanized
3555,3525508,1,Urbanized
3556,3525607,1,Urbanized
3557,3525706,1,Urbanized
3558,3525805,1,Urbanized
3559,3525854,1,Urbanized
3560,3525904,3,Urbanized with informal settlements
3561,3526001,1,Urbanized
3562,3526100,1,Urbanized
3563,3526209,1,Urbanized
3564,3526308,1,Urbanized
3565,3526407,1,Urbanized
3566,3526506,1,Urbanized
3567,3526605,1,Urbanized
3568,3526704,1,Urbanized
3569,3526803,1,Urbanized
3570,3526902,1,Urbanized
3571,3527009,1,Urbanized
3572,3527108,1,Urbanized
3573,3527207,1,Urbanized
3574,3527256,1,Urbanized
3575,3527306,1,Urbanized
3576,3527405,1,Urbanized
3577,3527504,1,Urbanized
3578,3527603,1,Urbanized
3579,3527702,1,Urbanized
3580,3527801,1,Urbanized
3581,3527900,1,Urbanized
3582,3528007,1,Urbanized
3583,3528106,1,Urbanized
3584,3528205,2,Rural with high human development
3585,3528304,1,Urbanized
3586,3528403,1,Urbanized
3587,3528502,1,Urbanized
3588,3528601,1,Urbanized
3589,3528700,1,Urbanized
3590,3528809,1,Urbanized
3591,3528858,1,Urbanized
3592,3528908,1,Urbanized
3593,3529005,1,Urbanized
3594,3529104,1,Urbanized
3595,3529203,1,Urbanized
3596,3529302,1,Urbanized
3597,3529401,3,Urbanized with informal settlements
3598,3529500,1,Urbanized
3599,3529609,1,Urbanized
3600,3529658,1,Urbanized
3601,3529708,1,Urbanized
3602,3529807,1,Urbanized
3603,3529906,1,Urbanized
3604,3530003,1,Urbanized
3605,3530102,1,Urbanized
3606,3530201,1,Urbanized
3607,3530300,1,Urbanized
3608,3530409,1,Urbanized
3609,3530508,1,Urbanized
3610,3530607,3,Urbanized with informal settlements
3611,3530706,1,Urbanized
3612,3530805,1,Urbanized
3613,3530904,1,Urbanized
3614,3531001,1,Urbanized
3615,3531100,1,Urbanized
3616,3531209,1,Urbanized
3617,3531308,1,Urbanized
3618,3531407,1,Urbanized
3619,3531506,1,Urbanized
3620,3531605,1,Urbanized
3621,3531704,1,Urbanized
3622,3531803,1,Urbanized
3623,3531902,1,Urbanized
3624,3532009,1,Urbanized
3625,3532058,1,Urbanized
3626,3532108,2,Rural with high human development
3627,3532157,1,Urbanized
3628,3532207,1,Urbanized
3629,3532306,2,Rural with high human development
3630,3532405,1,Urbanized
3631,3532504,1,Urbanized
3632,3532603,1,Urbanized
3633,3532702,1,Urbanized
3634,3532801,1,Urbanized
3635,3532827,0,Semi-urbanized
3636,3532843,2,Rural with high human development
3637,3532868,1,Urbanized
3638,3532900,1,Urbanized
3639,3533007,1,Urbanized
3640,3533106,1,Urbanized
3641,3533205,1,Urbanized
3642,3533254,1,Urbanized
3643,3533304,1,Urbanized
3644,3533403,1,Urbanized
3645,3533502,1,Urbanized
3646,3533601,1,Urbanized
3647,3533700,1,Urbanized
3648,3533809,2,Rural with high human development
